"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
38,"1","2024-07-26T11:49:34.476022Z",39,"/data/upload/4/7bb6a200-5c29d23c-1854-48_RD_SG_3_-_copia.jpg","",13.068,"2024-07-26T11:49:34.476046Z"
39,"1","2024-07-26T11:50:18.616822Z",40,"/data/upload/4/5610f8d2-5ee01ce1-864f-49_RD_SG_2.jpg","[{""points"":[[66.50538620168795,11.99649645286007],[67.32643919085707,6.9789504079376075],[67.6343340617955,4.01403683593797],[66.33433349561105,2.8280714071381157],[64.41854318754974,1.9614043630151445],[63.631700739596,2.6912292422765938],[63.49485857473447,6.157897418768477],[64.28170102268822,8.621056386275868],[65.27380671793426,11.859654287998548],[65.88959645981109,13.410532156429127]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[48.33958881632094,33.89124283070355],[46.90274608527496,32.933347676672895],[45.70537714273665,32.88773362171905],[45.2606401069367,34.073699050518904],[45.329061189367465,35.57896286399565],[46.59485121433654,36.81054234774934],[47.68958853322871,38.31580616122608],[48.03169394538252,39.41054348011826]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",42.956,"2024-07-26T11:50:18.616842Z"
40,"1","2024-07-26T11:51:54.264646Z",41,"/data/upload/4/e0297c28-5ee01ce1-864f-49_RD_SG_3.jpg","[{""points"":[[40.87954277145974,32.86295473218598],[40.570567433073926,32.86295473218598],[40.43539072253014,33.22342596030275],[40.41607976388103,34.12460403059466],[40.58987839172305,35.02578210088658],[40.76367701956506,34.30483964465305],[40.918164688757955,33.50665335382306]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[51.18497294143259,23.352210027144523],[51.02537824185315,22.733176040896982],[50.648154406483556,21.90134912187686],[50.299947789219324,21.26297032355909],[49.99526699911311,20.837384458013915],[49.76312925427029,20.779350021803207],[49.67607759995423,21.166246263207913],[49.74862064521761,21.959383558087566],[49.93723256290241,22.36562461156251],[50.024284217218465,23.1781067185124],[50.0678100443765,24.06796807374323],[50.48855970690411,24.203381758234872],[51.097921287116534,24.57093318756935],[51.01086963280047,23.79714070475993]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[53.205076128536014,83.58022438163462],[53.015893329232554,83.2799342240101],[52.73662348264174,83.20786458618021],[52.56545809279576,82.88355121594572],[52.35825788403483,82.61929587723613],[52.32222306511988,82.99165567269054],[52.36726658876356,83.50815474380474],[52.61951032116817,83.86850293295419],[52.95283239613141,83.94057257078407],[53.21408483326475,83.80844490142928]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[50.10428472672849,56.55054518333933],[49.879067108510085,56.4424407265945],[49.6808756044779,56.61060321486423],[49.50971021463191,56.88687015987881],[49.66285819502042,57.35532280577308],[49.76195394703652,57.87182187688727],[50.04122379362733,58.16010042820682],[50.46463291587793,58.184123640816786],[50.52769384897907,57.45141565621292],[50.3835545733193,57.12710228597844],[50.23941529765953,56.83882373465888]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[44.013873678216015,14.13937377824808],[43.13997555550908,16.949555976756663],[41.006636020665674,21.781698537606793],[40.055629240072825,23.28960118070896],[38.66767339812651,24.72896279457921],[37.81947816138155,26.44248852537713],[37.562449301761866,28.327366829254835],[37.305420442142164,29.69818741389317],[37.562449301761866,31.480254173923004],[37.48534064387595,33.502214536264546],[41.31507065220929,32.097123437010254],[43.96246790629208,32.16566446624217],[45.35042374823839,33.09096836087305],[46.53275650248896,35.04438769398267],[48.897422010990084,37.066348056324216],[49.899834563506865,35.07865820859863],[53.54964437010643,32.16566446624217],[55.37454927340622,30.692032337755965],[54.783382896280926,28.944236092342084],[53.16410108067689,27.093628303080337],[52.98418087894312,25.208749999202624],[52.05887698431224,22.05586265453446],[51.08216731775743,19.656926631417374],[49.797023019658994,17.9091303860035],[48.76890758118025,16.57258031598112],[48.846016239066145,18.28610604677904],[47.689386370777555,15.852899509045995],[44.24519965187373,13.72812760285658]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",92.896,"2024-07-26T11:51:54.264672Z"
41,"1","2024-07-26T11:54:03.562852Z",42,"/data/upload/4/d825c9fd-5f08c889-f22b-42_RD_SG_3.jpg","[{""points"":[[49.39142404940712,49.50571199842462],[48.9086500831793,47.00816134647273],[48.61898570344262,45.95249560698792],[48.17483365451303,45.360292875081804],[47.556882977741424,44.7423421983102],[47.17066380475918,44.07289563180763],[46.91962134232072,44.04714768694215],[46.977554218268054,44.51061069452085],[46.86168846637338,44.81958603290665],[46.72651175582959,45.23155315075439],[46.84237750772427,46.39021066970113],[47.01617613556628,47.72910380270628],[47.1899747634083,48.527290093536244],[47.46032818449587,49.01650104598044],[47.498950101794094,49.711695557348484],[47.827236398829,50.38114212385105],[47.981724068021904,50.587125682774925],[48.676918579389955,50.14941062006171]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[50.027093803103725,56.33716752167399],[49.953386218959515,56.24981038491048],[49.87148890324374,56.61015857405992],[49.896058097958466,56.8940692685413],[50.1089911188195,56.93774783692306],[50.23183709239317,56.85039070015955],[50.13356031353423,56.58831928986905]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[41.876221054851676,41.79453283826034],[41.04584983293984,35.3575466218895],[40.73687449455404,33.19471925318889],[40.582386825361134,27.092456320069335],[39.92581423129132,24.56915772325197],[39.69408272750196,19.960275592330447],[38.9795772574848,17.694456444167912],[38.174233696833504,16.07157362710227],[36.990343707534045,16.010861319958714],[36.2617960218113,17.16439515568639],[36.170727561095966,19.471462827141735],[36.53500140395734,23.842748941478188],[37.30908332003774,27.97118582724039],[38.31083638790651,31.431787334423422],[39.17598676470227,36.10663498447768],[40.450945214717066,39.992222641665634],[41.179492900439804,42.54213954169524],[41.634835204016525,43.877810298853596]],""closed"":true,""polygonlabels"":[""Cut""],""original_width"":1024,""original_height"":768},{""points"":[[59.32178991435714,66.03598190788972],[58.60210910742202,67.2011794048323],[58.396486019726254,69.2574102817898],[58.55070333549808,72.06759248029839],[58.756326423193826,74.46652850341547],[58.60210910742202,75.28902085419847],[58.57640622146004,76.79692349730064],[58.29367447587839,77.82503893577939],[57.599696554905236,79.16158900580176],[57.625399440867206,81.5947955435348],[58.036645616258696,85.19319957821044],[58.37078313376429,88.96295618596585],[59.19327548454729,89.9910716244446],[59.861550519558484,91.19053963600314],[61.60934676497236,94.10353337835961],[62.40613622979338,95.26873087530218],[62.79167951922292,96.12549374070115],[62.99730260691867,97.73620792765118],[64.10252670328333,98.28453616150654],[65.07923636983814,97.907560500731],[66.15875758024083,98.5587002784342],[67.13546724679564,99.1412990269055],[67.9065538256547,98.76432336612993],[68.21498845719832,96.94798609148417],[68.11217691335047,93.8636397760479],[68.03506825546455,92.69844227910532],[69.37161832548692,91.73886786985848],[70.06559624646009,90.77929346061165],[70.37403087800371,88.9972267005818],[69.34591543952496,86.35839707515302],[67.0069528169858,84.16508413973169],[64.77080173829451,81.49198399968694],[63.38284589634821,79.47002363734539],[62.30332468594552,78.75034283041028],[61.583643879010395,76.93400555576447],[61.50653522112448,75.08339776650273],[60.83826018611329,70.28552572026855],[60.45271689668377,67.71523712407168]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768},{""points"":[[41.37425551138652,31.830406059088507],[41.163221197893044,32.04144037258199],[41.163221197893044,32.49868138515119],[41.215979776266416,33.501094374245206],[41.34787622219984,34.2573006642635],[41.58528982488,34.62661071287708],[41.90184129512022,34.50350736333922],[41.91503093971356,33.43074960308071],[41.73037591540677,32.34040565003108]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[45.224112541177995,57.93758474353559],[45.104206681238516,57.61783578369698],[44.91889762496842,57.55969960918088],[44.83169336319426,57.705040045471144],[44.82079283047249,58.08292517982585],[45.027902952186125,58.33000392151932],[45.158709344847374,58.649752881357934],[45.34401840111747,58.402674139664455],[45.32221733567393,58.19919752885807]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[44.12315873627917,55.583069675633155],[43.981451810896154,55.408661152084825],[43.861545950956675,55.56853563200412],[43.79614275462606,55.78654628643953],[43.79614275462606,56.07722715902008],[43.87244648367845,56.36790803160062],[44.02505394178324,56.208033551681325],[44.12315873627917,56.019090984503976],[44.15586033444448,55.77201224281051]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768}]",124.311,"2024-07-26T11:54:03.562874Z"
42,"1","2024-07-26T11:59:53.529761Z",43,"/data/upload/4/7ba9f773-8a74a9a7-a25c-42_RD_SG_2.jpg","[{""points"":[[44.239345977925694,6.271932556153079],[44.84145150331639,4.6663178217778905],[45.0672410753379,2.8098257851565793],[44.50276714528412,0.802807367187594],[44.0511880012411,0.1505263813476739],[41.078291969624544,0.10035092089844926],[40.40092325356001,1.906667497070536],[40.25039687221233,3.1610540083011514],[41.49223951833064,4.565966900879442],[43.22329290382889,6.322108016602303],[43.90066161989343,7.0245644628914485]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[42.47066099709052,5.720002491211608],[42.244871425069014,7.124915383789898],[41.680397495015235,9.232284722657331],[41.379344732319886,11.440004982423217],[41.567502709004486,13.447023400392203],[41.94381866237366,13.647725242189102],[42.32013461574285,11.841408666017013],[42.65881897377511,9.73403932714958],[43.14802971315506,8.379301895020513],[43.52434566652424,6.974389002442223]],""closed"":true,""polygonlabels"":[""Sawdust""],""original_width"":1024,""original_height"":768},{""points"":[[59.02524452283675,56.30502137249397],[59.74366588835976,65.70151669298512],[60.633139959959635,61.68747985704716],[60.80419266603655,60.54712848320113],[60.70156104239041,59.315548999447444],[60.18840292415969,58.63133817513984],[59.46998155863671,57.3541446364323]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",340.814,"2024-07-26T11:59:53.529783Z"
43,"1","2024-07-26T12:00:44.054618Z",44,"/data/upload/4/ab4a462d-8a74a9a7-a25c-42_RD_SG_3.jpg","[{""points"":[[63.402244310955126,25.57534050214063],[63.228141002323,24.550065462418154],[62.98149464842751,24.0277555365218],[62.66230524926863,24.259893281364622],[62.86542577600609,24.704823958980036],[62.923460212216796,25.362547569368044],[62.99600325748018,26.058960803896518],[63.228141002323,26.69733960221429],[63.38773570190245,27.761304266077236],[63.402244310955126,28.399683064395003],[63.63438205579796,27.72261464193676],[63.576347619587246,26.736029226354756],[63.56183901053456,26.00092636768581]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[64.36236162137621,37.260194014996756],[64.28046430566042,36.62685477346138],[64.23132591623096,36.113631594975814],[64.05115182165623,35.86247982678075],[63.94468531122571,36.12455123707125],[63.96106477436887,36.58317620507963],[63.93649557965414,37.19467616242413],[63.93649557965414,37.631461846241635],[63.772700948222585,37.98089039329564],[63.84640853236678,38.12284574053632],[64.15761833208676,37.959051109104756],[64.31322323194674,37.631461846241635]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768}]",46.159,"2024-07-26T12:00:44.054640Z"
44,"1","2024-07-26T12:02:28.587423Z",45,"/data/upload/4/23536a39-8a8292be-751c-40_RD_SG_2.jpg","[{""points"":[[57.3150333692801,11.920110609006725],[56.884127680415595,12.175462128333836],[56.74049245079411,12.750003046819828],[56.64473563104643,13.111751032533231],[56.437262521593155,13.281985378751301],[56.4532219915511,13.686291951019221],[56.77241139070999,13.792688417405518],[57.203317079574475,13.622454071187445],[57.60230382852309,12.558489407324497],[57.793817468018425,11.941389902283985],[57.74593905814459,11.303011103966218]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[39.462481581686056,33.62486946697165],[39.12379722365378,35.43118604314374],[40.74195582314128,39.99715294402319],[41.83327208791191,44.512944384453405],[42.88695675734563,47.47329655095766],[44.61801014284388,48.32627937859448],[47.7038009604712,48.62733214128983],[49.05853839260026,45.66697997478557],[49.133801583274106,42.70662780828132],[47.13932703041742,38.5922400514449],[45.74695800295143,35.63188788494064],[45.85985278896219,33.62486946697165],[46.988800649069745,32.27013203484258],[47.440379793112776,29.8617099332798],[47.02643224440667,27.65398967351392],[46.31143193300521,26.650480464529423],[44.39222057082237,28.055393357107718],[42.0214300645965,29.761359012381355],[40.70432422780436,31.517500128104214]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768},{""points"":[[40.51616625111977,22.937496391286803],[41.645114111227315,21.883811721853085],[42.661167185324125,21.281706196462387],[43.11274632936714,21.833636261403857],[42.47300920863953,22.48591724724378],[41.87090368324883,22.987671851736028],[41.645114111227315,24.091531981618967],[41.6074825158904,25.64697125554493],[42.88695675734563,27.60381421306469],[42.92458835268255,28.60732342204919],[39.575376367696805,32.37048295574104],[38.97327084230611,27.65398967351392],[38.408796912252335,24.79398842790811],[37.39274383815553,23.088022772634474],[36.790638312764834,22.48591724724378],[35.73695364333111,21.984162642751535],[34.90905854591891,20.077495145680995],[34.118795043843626,17.669073044118214],[33.629584304463684,15.912931928395352],[36.00037481068954,16.765914756032167],[35.77458523866803,19.475389620290304],[37.317480647481695,20.62942521062247],[38.82274446095843,22.83714547038835],[40.02695551173983,23.138198233083703]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[32.589374445710874,18.699157719852007],[36.18823492122729,17.505389366997782],[35.87223741606,15.44555377775911],[35.310464073540366,13.713419304990232],[35.292908656586626,10.623665921132229],[33.83580904942632,8.048871434583893],[32.6947069474333,5.965628622740241],[32.22071068968236,5.754963619295377],[32.16804443882115,6.574216410469846],[32.67715153047956,9.593748126512896],[33.27403570690668,14.532672096164703],[33.0107044526006,15.703033226413945],[32.378709442266015,16.68613657582331],[32.13293360491367,17.926719373887504]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",101.654,"2024-07-26T12:02:28.587448Z"
45,"1","2024-07-27T18:13:54.169726Z",46,"/data/upload/4/f3711222-8a8292be-751c-40_RD_SG_3.jpg","[{""points"":[[44.09367428951511,51.72427082323724],[44.16389595733006,51.18590470332259],[43.95323095388521,50.78798191903785],[43.7250105334866,50.483688025173045],[43.58456719785669,50.78798191903785],[43.51434553004174,51.16249748071762],[43.65478886567165,51.70086360063226],[43.88300928607025,51.86471415886715]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[54.66203529566578,38.61622616444572],[54.732256963480744,38.21830338016098],[54.53914737698962,37.843787818481225],[54.32848237354475,37.7267517054563],[54.205594454868574,37.77356615066627],[54.223149871822315,38.24171060276596],[54.31092695659101,38.52259727402579]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[42.03969050592769,65.23592940009283],[42.03969050592769,64.74437772538813],[42.02213508897395,64.3464549411034],[41.98702425506647,64.0421610472386],[41.79391466857535,63.92512493421367],[41.61836049903796,64.06556826984358],[41.47791716340806,64.22941882807848],[41.530583414269266,64.79119217059811],[41.6359159159917,65.14230050967289],[41.8641363363903,65.2593366226978]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[40.19637172578513,76.09688068880581],[40.23148255969261,75.65214345931109],[40.23148255969261,75.30103512023632],[40.16126089187765,75.0201484489765],[39.96815130538653,75.06696289418647],[39.950595888432794,75.51170012368118],[40.03837297320148,75.81599401754599]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768}]",13565.662,"2024-07-27T18:13:54.169748Z"
46,"1","2024-07-27T18:14:14.416482Z",47,"/data/upload/4/54e36af2-8b6031cc-a84a-4d_RD_SG_2.jpg","",14.232,"2024-07-27T18:14:14.416503Z"
47,"1","2024-07-27T18:14:51.438943Z",48,"/data/upload/4/92c9f852-8b6031cc-a84a-4d_RD_SG_3.jpg","[{""points"":[[39.37890431655289,21.23513956396403],[38.624021387542115,21.398990122198928],[38.18513596369865,21.70328401606373],[38.09735887892997,22.42890791681826],[38.32557929932856,23.17793904017778],[38.81713097403325,25.16755296160149],[39.06290681138559,25.659104636306168],[39.55445848609027,25.542068523281248],[40.16889807947112,25.35481074244137],[40.30934141510103,25.401625187651337]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",33.991,"2024-07-27T18:14:51.438964Z"
48,"1","2024-07-27T18:17:23.021733Z",49,"/data/upload/4/248786ce-9c092401-1794-42_RD_SG_2.jpg","[{""points"":[[51.09368305922366,83.4308023716149],[51.017379330171266,83.61974493879227],[51.02827986289304,83.98309602951795],[51.10458359194543,84.09936837855017],[51.191787853719596,83.86682368048572],[51.24629051732844,83.54707472064713]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[49.556707945454015,82.12273844500244],[49.393199954627455,82.22447675040564],[49.404100487349226,82.42795336121202],[49.436802085514536,82.61689592838938],[49.567608478175785,82.80583849556673],[49.62211114178464,82.5732937975023],[49.654812739949946,82.42795336121202]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[50.101734581542544,85.40743230516263],[50.01453031976838,85.40743230516263],[49.938226590715985,85.4946365669368],[49.894624459828904,85.6545110468561],[49.88372392710713,85.79985148314637],[49.94912712343776,85.93065787580761],[50.079933516099,86.00332809395275],[50.09083404882077,85.69811317774317]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[51.50790330265094,85.11675143258208],[51.344395311824385,85.1312854762111],[51.33349477910261,85.32022804338847],[51.28989264821553,85.52370465419484],[51.33349477910261,85.63997700322706],[51.45340063904209,85.63997700322706],[51.52970436809448,85.63997700322706],[51.56240596625978,85.4946365669368],[51.56240596625978,85.3347620870175]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[52.17283579867894,87.02071114798467],[52.07473100418301,87.07884732250078],[52.02022834057415,87.18058562790397],[52.02022834057415,87.31139202056522],[52.07473100418301,87.36952819508133],[52.21643792956603,87.36952819508133],[52.29274165861841,87.2968579769362],[52.26004006045311,87.15151754064591]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[49.91642552527244,86.94804092983954],[49.840121796220046,86.86083666806536],[49.75291753444588,86.94804092983954],[49.698414870837034,87.16605158427494],[49.742017001724115,87.31139202056522],[49.861922861663594,87.39859628233938],[49.94912712343776,87.22418775879105]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[49.82922126349828,88.29970698733908],[49.687514338115264,88.3142410309681],[49.611210609062866,88.44504742362935],[49.57850901089756,88.61945594717768],[49.709315403558804,88.69212616532282],[49.905524992550674,88.67759212169379],[49.92732605799421,88.53225168540351]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[53.15499682134269,70.06003223096728],[52.38391024248362,69.7173270848077],[51.753021223417115,69.40577695193535],[51.33242854403945,70.06003223096728],[50.67817326500752,70.24696231069069],[50.047284245941015,70.93237260300985],[49.74352286639047,72.36550321422266],[49.36966270694366,73.89209886529716],[49.34629644697823,76.6025850212866],[49.2294651471511,77.2256852870313],[48.972436287531416,77.25684030031854],[48.972436287531416,78.81459096468029],[48.99580254749684,80.21656656260585],[48.55184360815374,82.5843475724357],[48.3415472684649,83.48784295776551],[47.54709442964042,83.55015298433999],[46.75264159081593,82.86474269202081],[45.3039334729595,85.07674863541449],[44.135620474688196,86.66565431306347],[43.5981964954834,88.06762991098904],[42.64017983690092,90.24848084109549],[42.920574956486035,92.24240169147852],[44.46274811420416,93.9247724089892],[45.00017209340896,94.26747755514879],[50.32767936552614,95.01519787404241],[51.425893583901164,92.52279681106363],[52.944700481653854,92.7720369173615],[54.53360615930284,95.29559299362752],[59.95457847128169,94.57902768802113],[58.92646303280296,89.12690036275501],[56.42627321650235,87.63145972496775],[54.81400127888795,85.48176380814854],[53.318560641100675,81.961247306691],[52.664305362068745,79.68693133672285],[52.38391024248362,75.04483435692487]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768},{""points"":[[63.39894922822865,6.413968384020239],[60.72245035946165,20.801919974852336],[62.76168759280794,18.026291518353233],[63.86627442753717,15.760472370190698],[64.97086126226641,13.891171572956607],[64.67347249907006,10.860638462289216],[63.82379031850912,7.943396309029953]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",143.952,"2024-07-27T18:17:23.021759Z"
49,"1","2024-07-27T18:17:44.178287Z",50,"/data/upload/4/7b4c81be-9c092401-1794-42_RD_SG_3.jpg","",17.614,"2024-07-27T18:17:44.178310Z"
50,"1","2024-07-27T18:18:05.694321Z",51,"/data/upload/4/272cea5d-9dba2986-e105-4f_RD_SG_2.jpg","",19.613,"2024-07-27T18:18:05.694342Z"
51,"1","2024-07-27T18:18:31.887115Z",52,"/data/upload/4/d020694c-9dba2986-e105-4f_RD_SG_3.jpg","[{""points"":[[58.07729217190594,30.96639271912344],[57.85966303611578,30.308669108735437],[57.42440476453549,29.86373843112002],[57.11972397442927,29.844393619049782],[56.94562066579715,30.134565800103317],[56.74250013905968,30.772944598421088],[56.960129274849834,31.14049602775556],[57.07619814727124,31.585426705370974],[57.3518617192721,31.89494369849474],[57.5985080731676,31.70149557779239],[58.01925773569522,31.469357832949562]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[58.49909695092133,26.584967081296067],[57.33346381319294,26.372066051573988],[56.15186309823539,26.606257184268273],[54.85848934267376,27.58560192098985],[53.77269409109115,28.926878408238956],[53.43737496927886,31.35395014707067],[54.427364757486544,34.46230518101305],[55.129938155569405,35.058428064234874],[57.0939501547556,35.59068063854008],[59.04199457671263,35.441649917734615],[60.063919519378615,33.291349517541605],[60.67068745408655,30.821697572765473],[60.27149802335765,28.90558830526675],[59.441184007441535,27.64947222990647]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",78.999,"2024-07-27T18:19:27.985796Z"
52,"1","2024-07-27T18:19:35.068385Z",53,"/data/upload/4/67ab9924-9dbb2d56-7200-4e_RD_SG_2.jpg","",3.383,"2024-07-27T18:19:35.068406Z"
